,PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
1195,A matter of presence: A qualitative study on teaching individual and collective music classes,2020,Musicae Scientiae,"Schiavio, Andrea",UK,North America; Europe,NA,NA,11,43.3,NA,NA,musicians,NA,NA,NA,NA,NA,NA,NA,survey,Nashra,"musical learning, Extended Mind, music teacher, collective music lesson, presence"
1196,Examining musical sophistication: A replication and theoretical commentary on the Goldsmiths Musical Sophistication Index,2020,Musicae Scientiae,"Baker, David John",US,US,US,NA,346,20.17,2.72,university students,musicians,paid,217,129,NA,artificial,Western,experimenter-created,NA,Nashra,"Psychometrics, musical sophistication, replication, modeling musicality, confirmatory factor analysis, latent variable modeling"
1197,Video feedback and the choice of strategies of college-level guitarists during individual practice,2020,Musicae Scientiae,"Boucher, Mathieu",Canada,Canada,Canada,NA,16,19,1.3,NA,musicians,NA,3,13,NA,western,Western,precomposed,NA,Nashra,"Music performance, music practice, video feedback, practice strategies, self-regulation"
1198,"Study addiction among musicians: Measurement, and relationship with personality, social anxiety, performance, and psychosocial functioning",2020,Musicae Scientiae,"Lawendowski, Rafal",Poland,Poland,Poland,NA,132,22.36,2.98,university students,musicians,NA,82,48,NA,NA,NA,NA,survey,Nashra,"Academic performance, learning engagement, personality, social anxiety, study addiction, workaholism, work addiction"
1199,Seeing a drummer’s performance modulates the subjective experience of groove while listening to popular music drum patterns,2020,Musicae Scientiae,"Eaves, Daniel Lloyd",UK,UK,UK,NA,36,26.22,8.97,university students,musicians; non-musicians,NA,25,11,NA,soul; folk; rock,Western,semi-precomposed,NA,Nashra,"Multisensory integration, visuo-motor priming, motor resonance, mirror neurons, music perception, audio-visual processing"
1200,Expressing melodic grouping discontinuities: Evidence from violinists’ rubato and motion,2020,Musicae Scientiae,"Huberth, Madeline",US,US,US,NA,6,NA,NA,NA,musicians,paid,NA,NA,NA,western classical,Western,semi-precomposed,NA,Nashra,"Movement, performance, interpretation, embodied cognition, melodic grouping"
1201,The influence of film music on moral judgments of movie scenes and felt emotions,2020,Psychology of Music,"Steffens, Jochen",Germany,NA,NA,NA,252,34.2,11,NA,NA,NA,113,139,NA,western,NA,experimenter-created,NA,Nashra,"effects of music, emotion, film music, moral foundations, moral judgments, soundtrack"
1202,Improvisation experience predicts how musicians categorize musical structures,2020,Psychology of Music,"Goldman, Andrew",US,US,US,NA,40,25.28,5.52,NA,musicians,paid,16,24,NA,artificial,Western,experimenter-created,NA,Nashra,"Improvisation, concepts and categories, creativity, EEG, auditory perception/cognition"
1203,Music as a trigger of religious experience: What role does culture play?,2020,Psychology of Music,"Demmrich, Sarah",Germany,NA,Germany; Turkey,NA,63; 84,22.89; 20.98,6.29; 2.08,NA,NA,NA,47; 63,16; 21,NA,NA,NA,NA,survey,Nashra,"Religious experience, emotions, culture, Islam, Turkey"
1204,A longitudinal study of the development of expressive timing,2020,Psychology of Music,"Demos, Alexander P.",US,NA,Brazil,NA,1,NA,NA,NA,musicians,NA,1,NA,NA,western classical,Western,precomposed,NA,Nashra,"Music performance, musical expression, musical interpretation, performance memory, music practice"
1205,Conceptual rather than perceptual: Cross-modal binding of pitch sequencing is based on an underlying schematic structure,2020,Psychology of Music,"Antovic, Mihailo",Serbia,Serbia,Serbia,white,40; 40,8.8; 20.15,0.4; 0.85,adults; children,non-musicians,NA,25; 33,15; 7,NA,artificial,Western,experimenter-created,NA,Nashra,"concepts, cross-modal correspondence, movement, pitch, schemas"
1206,"Music engagement and well-being in Chinese adolescents: Emotional awareness, positive emotions, and negative emotions as mediating processes",2020,Psychology of Music,"Leung, Man Chong",Hong Kong,Hong Kong,Hong Kong,Asian,1318,13.51,1.28,children,NA,NA,627,691,NA,NA,NA,NA,survey,Nashra,"Music engagement, emotional awareness, positive emotions, negative emotions, well-being, adolescence"
1207,Evaluating the impact of a generalist teacher-led music program on early childhood school children’s singing skills and attitudes to music,2020,Psychology of Music,"Barrett, Margaret S.",Australia,Australia,Australia,NA,292,NA,NA,children,non-musicians,NA,NA,NA,NA,nursery rhyme,Western,precomposed,NA,Nashra,"early childhood, generalist music education, music development, singing, teacher development"
1208,The terror management effects of a disaster song,2020,Psychology of Music,"Higgins, Laura",Canada,Canada,Canada,NA,149,NA,NA,university students,NA,NA,117,32,NA,Folk,Western,precomposed,survey,Nashra,"death, emotion, functions of music, pain, popular music, pro-social behaviour, social psychology"
1209,"Musical training improves memory for instrumental music, but not vocal music or words",2020,Psychology of Music,"Wilbiks, Jonathan M. P.",Canada,Canada,Canada,NA,20; 20,22.7; 22.2,8.5; 8.7,university students,musicians; non-musicians,NA,16; 15,4; 5,NA,pop; western classical,Western,precomposed,survey,Nashra,"Memory, transfer effects, training, short term memory, cognition"
1210,Exploring lived experiences of spirituality amongst five Dalcroze teachers,2020,Psychology of Music,"van der Merwe, Liesl",UK,NA,Europe; North America; Asia,NA,5,NA,NA,NA,musicians,NA,NA,NA,NA,spiritual,NA,NA,NA,Nashra,"Dalcroze Eurhythmics, Dalcroze teachers, I poems, interpretative phenomenological analysis (IPA), lived experience, spirituality"
1211,"The subjective, human experience of groove: A phenomenological investigation",2020,Psychology of Music,"Hosken, Fred",US,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,funk,Western,semi-precomposed,NA,Nashra,"groove, listening, perception, phenomenology, qualitative"
1212,What helps jazz musicians name tunes from harmony? The relationship between work with harmony and the ability to identify well-known jazz standards from chord progressions,2020,Psychology of Music,"Jimenez, Ivan",Finland,Finland,US,NA,71,32.9,13.03,NA,musicians,NA,16,55,NA,jazz,Western,semi-precomposed,NA,Nashra,"chord progressions, episodic memory, jazz, memory for harmony, musical training"
1213,How listening to music and engagement with other media provide a sense of belonging: An exploratory study of social surrogacy,2020,Psychology of Music,"Schafer, Katharina",Finland,Europe,Europe,NA,374,28.2,7.93,NA,non-musicians,other,220,159,NA,NA,NA,NA,survey,Nashra,"belonging, literary fiction, music listening, parasocial relationships, social surrogacy"
1214,Cognitive sex differences in effects of music in Wisconsin Card Sorting Test,2020,Psychology of Music,"Feizpour, Azadeh",Australia,Australia,Australia,NA,70,NA,NA,undergraduate students,NA,NA,40,30,NA,pop,Western,precomposed,NA,Nashra,"background music, cognition, functions of music, problem solving, Reaction time, Wisconsin Card Sorting Test (WCST)"
1215,Passion at the heart of musicians’ well-being,2020,Psychology of Music,"Bonneville-Roussy, Arielle ",UK,UK,UK,NA,225,24.79,8.93,NA,musicians,NA,110,115,NA,NA,NA,NA,survey,Nashra,"musical anxiety, musicians, passion, scale validation, well-being"
1216,Revisiting singing proficiency in three-year-olds,2020,Psychology of Music,"Gudmundsdottir, Helga",Iceland,Iceland,Iceland,NA,39,3,NA,children,NA,NA,17,22,NA,artificial,Western,experimenter-created,,Nashra,"Early childhood, preschooler singing, singing, singing development, singing proficiency, toddler singing"
1217,"A survey into the experience of musically induced chills: Emotions, situations and music",2020,Psychology of Music,"Bannister, Scott",UK,NA,NA,NA,375,36.14,NA,NA,NA,paid,186,183,NA,NA,NA,NA,survey,Nashra,"chills, emotion, listening, meaning, peak experiences, qualitative"
1218,What makes music relaxing? An investigation into musical elements,2020,Psychology of Music,"Hernandez-Ruiz, Eugenia",US,US,US,NA,40,19.13,1.79,university students,NA,NA,40,0,NA,NA,NA,semi-precomposed,NA,Nashra,"music-assisted, music therapy, musical elements, relaxation, responders"
1219,"What do listeners understand by “continuity” and “closure”? Tracking down the links between tonal expectancy, music training, and conceptualization",2020,Psychology of Music,"Kristop, Carlos A.",Argentina,Argentina,Argentina,NA,24,27.5,NA,undergraduate students,musicians; non-musicians,NA,3,9,NA,western,NA,experimenter-created,,Nashra,"concepts and categories, Expectancy, melody, tonality, training"
1220,Expecting the end: Continuous expectancy ratings for tonal cadences,2020,Psychology of Music,"Sears, David R. W.",US,Canada,Canada,NA,40,24,6,NA,musicians; non-musicians,NA,20,20,NA,western classical,Western,semi-precomposed,NA,Nashra,"tonal expectations, cognitive, tonal cadence, harmony, priming"
1221,"Goldsmiths Musical Sophistication Index (Gold-MSI): Portuguese version and associations with socio-demographic factors, personality and music preferences",2020,Psychology of Music,"Lima, Cesar F.",UK,Portugal,Portugal,NA,408,33,14.4,NA,NA,NA,306,102,12,NA,NA,NA,survey,Nashra,"Gold-MSI, musical sophistication, musicality, Portuguese, psychometric properties"
1222,Group music lessons for children aged 1–3 improve accompanying parents’ moods,2020,Psychology of Music,"Kawase, Satoshi",Japan,Japan,Japan,NA,82; 85,1.5; 36,NA,adults; children,NA,NA, 51; 82,29; 0,NA,NA,NA,NA,survey,Nashra,"anxiety, group music lesson, joint action, mood, parenting stress, peripheral participation"
1223,Achievement goal motivation and cognitive strategies as predictors of musical creativity among secondary school music students,2020,Psychology of Music,"Mawang, Lucy L.",Kenya,Kenya,Kenya,NA,201,17.24,0.78,children,NA,NA,139,62,12,NA,NA,NA,survey,Nashra,"achievement goal motivation, cognitive learning strategies, composition, deep processing strategy, musical creativity, surface processing strategy"
1224,Superior fluid cognition in trained musicians,2020,Psychology of Music,"Meyer, Jim",US,US,US,NA,72,19.85,NA,university students,musicians; non-musicians,paid,NA,NA,NA,NA,NA,NA,survey,Nashra,"cognitive ability, executive function, expertise, fluid cognition, musical training"
1225,"Aural identification of harmonic intervals: An observational study at the Girona Music Conservatory (Catalonia, Spain)",2020,Psychology of Music,"Ponsati, Imma",Spain,Spain,Spain,NA,25,12,NA,NA,NA,NA,NA,NA,NA,artificial,Western,experimenter-created,NA,Nashra,"aural skills, harmonic intervals, harmonic perception, music theory, observational methodology"
1226,Music improvisation modulates emotional memory,2020,Psychology of Music,"Diaz Abrahan, Veronika M.",Argentina,Argentina,Argentina,NA,137,24.5,5.12,university students,musicians; non-musicians,volunteer,81,56,NA,artificial,Western,experimenter-created,NA,Nashra,"emotions, memory, music improvisation, music therapy, musical training"
1227,Musical performance and emotions in children: The case of musical competitions,2020,Psychology of Music,"Rucsanda, Madalina Dana",Romania,NA,Romania,NA,70; 23; 15; 9; 6; 3; 2; 2; 2; 2; 2; 1; 1,2.29; 2.23; 2.44; 1.67; 2.08; 0.7; 2.82; 1.41; 5.65; 2.12,,children,NA,NA,124,22,NA,NA,NA,NA,survey,Nashra,"emotions, emotional arousal, music competitions, music performance, young musicians"
1228,Expressing emotion through vocal performance: Acoustic cues and the effects of a mindfulness induction,2020,Psychology of Music,"Tan, Daphne",US,US,US,NA,20,25.5,NA,university students,musicians,paid,13,7,NA,western,NA,experimenter-created,NA,Nashra,"acoustic cues, emotion, expression, mindfulness, vocal performance"
1229,Effects of music listening on creative cognition and semantic memory retrieval,2020,Psychology of Music,"Eskine, Katherine E.",US,US,US,black,35,20,1.32,undergraduate students,NA,NA,5,30,NA,hip-hop; western classical,Western,semi-precomposed,NA,Nashra,"arousal, creativity, listening, memory, mood regulation"
1230,Help Musicians UK hearing survey: Musicians’ hearing and hearing protection,2020,Psychology of Music,"Greasley, Alinka E.",UK,UK,UK,NA,693,NA,NA,NA,musicians,NA,198,237,NA,NA,NA,NA,survey,Nashra,"hearing loss, hearing protection, hearing test, musicians’ hearing, noise-induced hearing loss (NIHL), tinnitus"
1231,Individual differences in the reminiscence bump of very long-term memory for popular songs in old age: A non-linear mixed model approach,2020,Psychology of Music,"Zimprich, Daniel",Germany,Germany,Germany,NA,90,72.5,1.52,NA,NA,NA,50,40,9,rock; pop,Western,precomposed,survey,Nashra,"non-linear mixed model, popular songs, recognition, reminiscence bump, very long-term memory"
1232,Music-related activities on Facebook,2020,Psychology of Music,"Krause, Amanda E.",Australia,NA,US; UK; Australia,NA,400,22.56,7.79,NA,NA,NA,291,109,NA,NA,NA,NA,survey,Nashra,"applications, Digital music, Facebook, listening, social network sites (SNS)"
1233,"If it’s Mozart, it must be good? The influence of textual information and age on musical appreciation",2020,Psychology of Music,"Fischinger, Timo",Germany,Germany,Germany,NA,170,45.8,17.3,NA,NA,paid,95,75,NA,western classical,Czech Republic,precomposed,NA,Nashra,"experimental aesthetics, listening, music appreciation, older adults, prestige effect, program notes, social psychology"
1234,Social life among toddlers in kindergarten as communicative musicality,2020,Psychology of Music,"Nome, Dag",Norway,Norway,Norway,NA,15,2,NA,children,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nashra,"communicative musicality, kindergarten, micro-ethnography, sound, toddlers"
1235,Parenting style as a predictor of music preference,2020,Psychology of Music,"Warrener, Emily",Australia,Australia,Australia,NA,336,32.18,12.33,NA,NA,NA,235,101,NA,NA,NA,NA,survey,Nashra,"genre preference, musical taste, parenting style, personality, sensation seeking"
1236,"“Music is my drug”: Alexithymia, empathy, and emotional responding to music",2020,Psychology of Music,"Lyvers, Michael",Australia,NA,Europe,NA,4; 3; 176; 18,NA,NA,NA,NA,NA,136,39,12,NA,NA,NA,survey,Nashra,"alcohol, emotion, individual differences, personality, self-regulation"
1237,Who is playing that wonderful music? Exploring predictors of playing a musical instrument,2020,Psychology of Music,"Treger, Stanislav",US,US,US,NA,369,35.36,11.1,NA,musicians; non-musicians,paid,184,185,NA,NA,NA,NA,Experiment 1,Nashra,"emotion, individual differences, learning, personality, self"
1238,Who is playing that wonderful music? Exploring predictors of playing a musical instrument,2020,Psychology of Music,"Treger, Stanislav",US,US,US,NA,295,40.03,13,NA,musicians; non-musicians,paid,191,104,NA,NA,NA,NA,Experiment 2,Nashra,"emotion, individual differences, learning, personality, self"
1239,Gender differences in musical motivation at different levels of expertise,2020,Psychology of Music,"Hallam, Susan",UK,UK,UK,NA,3327,NA,NA,NA,musicians,NA,2027,1225,NA,NA,NA,NA,survey,Nashra,"Expertise, gender, instruments, motivation, music"
1240,Musicians’ use of harmonic cognitive strategies when playing by ear,2020,Psychology of Music,"Woody, Robert H.",US,US,US,NA,28,20.6,NA,NA,musicians,NA,12,16,NA,western classical,NA,experimenter-created,NA,Nashra,"Aural skills, cognition, learning, listening, memory, mixed methods, performance"
1241,Effect of processing fluency on metamemory for written music in piano players,2020,Psychology of Music,"Schwartz, Bennett L.",US,US,US,NA,48,NA,NA,university students,musicians; non-musicians,course credit,37,11,NA,western classical,Western,semi-precomposed,NA,Nashra,"Cognition, consciousness, memory, music cognition, metacognition reading"
1242,The role of retrospectively perceived parenting style and adult attachment behaviour in music performance anxiety,2020,Psychology of Music,"Wiedemann, Anna",UK,UK,UK,NA,82,23.5,3.4,university students,musicians,NA,57,25,NA,NA,NA,NA,survey,Nashra,"Music performance anxiety, parenting style, adult attachment behaviour, generalised anxiety, musicians"
1243,Templates and temporality: An investigation of rhythmic motor production in a young man with Down Syndrome and hearing impairment,2020,Psychology of Music,"Jeffery, Tracy",UK,UK,UK,NA,1,23,NA,NA,NA,NA,NA,1,NA,pop; artificial,NA,experimenter-created; precomposed,NA,Nashra,"auditory memory, Down Syndrome, hearing impairment, rhythm"
1244,Are there differences in practice depending on the instrument played?,2020,Psychology of Music,"Hallam, Susan",UK,UK,UK,NA,3327,NA,NA,NA,musicians,NA,2027,1225,NA,NA,NA,NA,survey,Nashra,"attitudes, instruments, music, practice, strategies"
1245,Perfectionistic self-presentation and emotional experiences in music students: A three-wave longitudinal study,2020,Psychology of Music,"Hill, Andrew P.",UK,UK,UK,NA,143,18.92,2.96,university students,musicians,NA,68,75,NA,NA,NA,NA,survey,Nashra,"personality, well-being, motivation, emotion, performance, performing art"
1246,On the relevance of music genre-based analysis in research on musical tastes,2020,Psychology of Music,"Brisson, Romain",Switzerland,Switzerland,Switzerland,NA,522; 185,22.72; 17.20,4.05; 1.01,children; university students,NA,NA,345; 109,177; 76,NA,"rock, alternative rock",NA,precomposed,survey,Nashra,"cultural capital, musical tastes, music genres, music dimensions, principal component analysis"
1247,In their own words: Analyzing the extents and origins of absolute pitch,2020,Psychology of Music,"Marvin, Elizabeth West",US,US,US,NA,32,21.7,4.09,university students,musicians,NA,17,13,NA,NA,NA,NA,survey,Nashra,"absolute pitch, auditory perception/cognition, aural skills, informal learning, qualitative, timbre"
1248,Music education in junior high school: Perception of emotions conveyed by music and mental imagery in students who attend the standard or musical curriculum,2020,Psychology of Music,"Commodari, Elena",Italy,Italy,Italy,NA, 130,12.62, 0.48,children,NA,NA,66,64,NA,NA,NA,experimenter-created,NA,Nashra,"music training, mixed emotions, visual imagery"
1249,Implicit knowledge and memory for musical stimuli in musicians and non-musicians,2020,Psychology of Music,"Thorpe, Lisa",UK,UK,UK,NA,32,19.06,1.289,university students,musicians; non-musicians,NA,19,13,NA,artificial,NA,experimenter-created,NA,Nashra,"music, musician, implicit learning, implicit memory"
1250,All about that bass: Audio filters on basslines determine groove and liking in electronic dance music,2020,Psychology of Music,"Lustig, Ethan",US,US,US,NA,102,20.24,1.48,undergraduate students,non-musicians,course credit,75,27,NA,artificial,Western,experimenter-created,NA,Nashra,"dance, embodiment, experimental aesthetics, movement, popular music, preference, timbre"
1251,Tuning the inner radio: The mental control of musical imagery in everyday environments,2020,Psychology of Music,"Cotter, Katherine N.",US,US,US,NA,58,19.45,1.45,university students,musicians; non-musicians,paid,38,16,NA,NA,NA,NA,survey,Nashra,"experience sampling, imagery, mental control, musical expertise, musical imagery"
1252,Affective and Cognitive Responses to Musical Performances of Early 20th Century Classical Solo Piano Compositions: The Influence of Musical Expertise and Audio-visual Perception,2021,Music Perception,"Broughton, Mary C.",Australia,Australia,Australia,NA,75,23.65,9.31,NA,musicians; non-musicians,volunteer,55,20,NA,classical,Western,precomposed,,James,"musical performance and expertise, perception-action, audio-visual perception, felt affect, empathy"
1253,Impact of Music on First Pain and Temporal Summation of Second Pain: A Psychophysical Pilot Study,2021,Music Perception,"Cabon, Mathilde",France,France,France,NA,27,23.11,3.03,NA,NA,volunteer,13,14,NA,jazz; classical; rock,Western,precomposed,,James,"music, neuromodulation, first pain, temporal summation, diffuse noxious inhibitory control"
1254,Timbre Vibrato Perception and Description,2021,Music Perception,"Almeida, Andre",Australia,Australia,Australia,NA,168,20.59,not reported,university students,musicians; non-musicians,course credit,107,69,NA,artificial,NA,experimenter-created,,James,"vibrato, perception, timbre, loudness, depth"
1255,Temporal Perception and Attention in Trained Musicians,2021,Music Perception,"Vibell, Jonas",US,US,US,NA,40,25,9.19,NA,musicians; non-musicians,paid; course credit,21,19,NA,animal sounds,NA,experimenter-created,,James,"music training, temporal order judgements, attention, supramodal attentional system, crossmodal"
1256,Consonance Preferences Within an Unconventional Tuning System,2021,Music Perception,"Friedmann, Ronald S",US,US,US,NA,110,18.81,1.39,undergraduate students,musicians; non-musicians,course credit,55,55,NA,artificial,NA,experimenter-created,,James,"consonance, harmonicity, chords, Bohlen-Pierce, vocal similarity"
1257,Wait for it:an EEG exploration of excitement in dance music,2021,Music Perception,"Turrell, Amelia S.",UK,UK,UK,white,36,20.36,4.87,undergraduate students,musicians; non-musicians,course credit,24,12,NA,dance,Western,precomposed,,James,"break routines, peak-pleasurable emotions, expectancy, inferior frontal gyrus (IFG), middle frontal gyrus (MFG)"
1258,REPRODUCTION ACCURACY FOR SHORT RHYTHMS FOLLOWING MELODIC OR MONOTONIC PRESENTATION,2021,Music Perception,"Frane, Andrew V.",US,US,US,NA,50,median=20,not reported,university students,musicians; non-musicians,course credit,36,14,NA,not reported,Western,experimenter-created,,James,"melody, rhythm, tapping, memory, recall"
1259,REPRODUCTION ACCURACY FOR SHORT RHYTHMS FOLLOWING MELODIC OR MONOTONIC PRESENTATION,2021,Music Perception,"Frane, Andrew V.",US,US,US,NA,50,median=21,not reported,university students,musicians; non-musicians,course credit,31,19,NA,not reported; artificial,Western,experimenter-created,,James,"melody, rhythm, tapping, memory, recall"
1260,PLAYING IT STRAIGHT: ANALYZING JAZZ SOLOISTS’ SWING EIGHTH-NOTE DISTRIBUTIONS WITH THE WEIMAR JAZZ DATABASE,2021,Music Perception,"Corcoran, Christopher",UK,online,US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jazz,Western,precomposed,corpus study,James,"swing, BUR, microrhythm, jazz, corpus analysis"
1261,Establishing the Reliability and Validity of Web-based Singing Research,2021,Music Perception,"Tan, Yi Ting",Australia,online,NA,NA,337,31.05,9.06,undergraduate students,musicians; non-musicians,NA; course credit,268,69,NA,classical,Western,precomposed,,James,"singing ability, online assessment, reliability, validity, web-based research"
1262,Assessing Music Expertise: The Berlin Gehoerbildung Scale,2021,Music Perception,"Li, Zeyong",Germany,Germany,Germany,NA,59,22.25,3.81,children; university students,musicians,paid,20,39,NA,artificial,Western,experimenter-created,,James,"music expertise, musicians, multidimensional assessment, structural equation modeling, hierarchical factor model"
1263,Probe Tone Paradigm Reveals Less Differentiated Tonal Hierarchy in Rock Music,2021,Music Perception,"Vuvan, Dominique T.",US,US,US,NA,37,21.3,2.37,undergraduate students,musicians; non-musicians,course credit,25,12,NA,rock; classical,Western,experimenter-created,,James,"tonal hierarchy, probe tone, pitch, popular music, style"
1264,Phenomenological Differences in Music- and Television-Evoked Autobiographical Memories,2021,Music Perception,"Jakubowski, Kelly",UK,UK,UK,NA,657,45.6,16.7,NA,musicians; non-musicians,paid,336,321,NA,NA,NA,NA,,James,"autobiographical memory, music-evoked autobiographical memory, aging, gender differences, music in everyday life"
1265,Singing in the brain: Investigating the Cognitive Basis of Earworms,2021,Music Perception,"Killingly, Calula",Australia,Australia,Australia,NA,30,27.1,7.38,NA,NA,volunteer,20,10,NA,pop; rock,Western,precomposed,,James,"earworm, involuntary musical imagery, phonological loop, working memory, subvocal rehearsal"
1266,Singing in the brain: Investigating the Cognitive Basis of Earworms,2021,Music Perception,"Killingly, Calula",Australia,Australia,Australia,NA,50,21.58,8.68,undergraduate students,NA,volunteer,42,8,NA,pop; rock,Western,precomposed,,James,"earworm, involuntary musical imagery, phonological loop, working memory, subvocal rehearsal"
1267,Instrument Timbre Enhances Perceptual Segregation in Orchestral Music,2021,Music Perception,"Fischer, Manda",Canada,Canada,Canada,NA,40,23.3,3.9,university students,musicians; non-musicians,volunteer,23,17,NA,classical,Western,semi-precomposed,,James,"musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
1268,Instrument Timbre Enhances Perceptual Segregation in Orchestral Music,2021,Music Perception,"Fischer, Manda",Canada,Canada,Canada,NA,44,22.4,3.15,university students,musicians; non-musicians,volunteer,29,15,NA,classical,Western,semi-precomposed,,James,"musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
1269,Instrument Timbre Enhances Perceptual Segregation in Orchestral Music,2021,Music Perception,"Fischer, Manda",Canada,Canada,Canada,NA,40,23.48,3.05,university students,musicians; non-musicians,volunteer,25,15,NA,classical,Western,semi-precomposed,,James,"musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
1270,Music to Your Ears: Sentence Sonority and Listener Background Modulate the “Speech-to-Song Illusion”,2021,Music Perception,"Rathcke, Tamara",Germany,UK; France,France; UK,NA,80,27,NA,university students,musicians; non-musicians,paid,59,21,NA,NA,NA,NA,speech-to -song so no music stimuli,James,"speech-to-song illusion, perceptual transformation, phonological sonority, L2-processing, L2-proficiency"
1271,What Drives Narrative Engagement With Music?,2021,Music Perception,"McAuley, J. Devin",US,US; China,US; China,NA,622,25.57,7.33,university+,musicians; non-musicians,course credit,444,178,NA,classical,Western; China,precomposed,,James,"music, narrative, imagination, culture, communication"
1272,What Drives Narrative Engagement With Music?,2021,Music Perception,"McAuley, J. Devin",US,US; China,US; China,NA,87,19.5,0.8,undergraduate students,musicians; non-musicians,course credit,50,37,NA,classical,Western,semi-precomposed,,James,"music, narrative, imagination, culture, communication"
1273,Does Timbre Modulate Visual Perception? Exploring Crossmodal Interactions,2021,Music Perception,"Wallmark, Zachary",US,US,US,NA,140,19.77,1.61,undergraduate students,musicians; non-musicians,course credit,100,40,NA,artificial,Western,precomposed,,James,"timbre, multisensory integration, crossmodal correspondences, visual perception, semantics"
1274,Does Timbre Modulate Visual Perception? Exploring Crossmodal Interactions,2021,Music Perception,"Wallmark, Zachary",US,US,US,NA,90,19.73,2.14,undergraduate students,NA,course credit,54,36,NA,artificial,NA,experimenter-created,,James,"timbre, multisensory integration, crossmodal correspondences, visual perception, semantics"
1275,The Perceptual Attraction of Pre-Dominant Chords,2021,Music Perception,"Brown, Jenine",US,US; online,US,NA,59,19.69,1.68,undergraduate students,musicians; non-musicians,paid,NA,NA,NA,artificial,Western,experimenter-created,,James,"musical attraction, perception, pre-dominant, chord progression, harmony"
1276,Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians,2021,Music Perception,"Schwitzgebel, Emily",US,US,US,NA,30,NA,NA,undergraduate students,musicians,volunteer,NA,NA,NA,artificial,Western,experimenter-created,,James,"expectation, computational models, corpus, perception, pitch"
1277,Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians,2021,Music Perception,"Schwitzgebel, Emily",US,US,US,NA,30,NA,NA,undergraduate students,musicians,volunteer,NA,NA,NA,artificial,Western,experimenter-created,,James,"expectation, computational models, corpus, perception, pitch"
1278,Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians,2021,Music Perception,"Schwitzgebel, Emily",US,US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,corpus study,James,"expectation, computational models, corpus, perception, pitch"
1279,The Metaphor of Sweetness in Medieval and Modern Music Listening,2021,Music Perception,"Stoessel, Jacob",Australia,Australia,Australia,NA,48,35.8,16.76,NA,musicians; non-musicians,paid,30,18,NA,classical,Western,precomposed,,James,"modern musical listening, medieval aesthetics, sweetness, consonance, music perception"
1280,The Metaphor of Sweetness in Medieval and Modern Music Listening,2021,Music Perception,"Stoessel, Jacob",Australia,Australia,Australia,NA,39,36.41,16.74,NA,musicians; non-musicians,paid,26,13,NA,artificial,Western,experimenter-created,,James,"modern musical listening, medieval aesthetics, sweetness, consonance, music perception"
1281,Experience of Groove Questionnaire: German Translation and Validation,2021,Music Perception,"Duvel, Nina",Germany,online,Germany,NA,455,43.8,15.1,NA,musicians; non-musicians,volunteer; paid,223,230,NA,pop; rock; classical; ,Western; Mali; Bulgaria; Morocco,precomposed,,James,"groove, body movement, pleasure, questionnaire, entrainment"
1282,PERCEPTION OF MUSIC AND SPEECH PROSODY AFTER SEVERE TRAUMATIC BRAIN INJURY,2021,Music Perception,"Leard-Schneider, Laurene",France,France,France,NA,31,38.1,12.14,patients,NA,volunteer,10,21,11.61,artificial,Western,precomposed,,James,"emotion perception, acquired amusia, intonation processing, auditory cognition, nonverbal information"
1283,Reassessing Syntax-Related ERP Components Using Popular Music Chord Sequences: A Model-Based Approach,2021,Music Perception,"Goldman, Andrew",US,US,US,NA,30,29.93,9.02,NA,NA,paid,16,13,NA,rock;pop,Western,precomposed,,James,"EEG, ERP, music and language, cognitive neuroscience, statistical learning"
1284,Influence of Regular Rhythmic Versus Textural Sound Sequences on Semantic and Conceptual Processing,2021,Music Perception,"Canette, Laure-Helene",France,France,France,NA,25,21.28,2.89,university students,musicians; non-musicians,course credit,19,6,NA,pop; classical,Western,experimenter-created; semi-precomposed,,James,"semantics, music, rhythm, texture, conceptual priming"
1285,Perception of Musicality and Emotion in Signed Songs,2021,Music Perception,"Mangelsdorf, Heather H.",US,US,US,NA,44,26.81,5.67,patients,non-musicians,volunteer,22,21,,pop; rock,Western,semi-precomposed,,James,"American Sign Language, signed songs, gesture, emotion, perception"
