PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
The relationship between small music ensemble experience and empathy skill: A survey study,2021,Psychology of Music,"Cho, Eun",US,US,NA,white,165,NA,NA,undergraduate students,musicians,volunteers,87,74,NA,NA,NA,NA,Over 70% of the participants were between 21 and 23 years of age,KJ,"empathy, small music ensemble, social interaction, personality, development "
Piano training enhances Stroop performance and musical self-efficacy in older adults with Parkinson’s disease,2021,Psychology of Music,"Bugos, Jennifer A .",US,US,NA,white,34; 11,65.79; 67.55 ,8.38; 7.29,people with Parkinson’s Disease,non-musicians,NA,23,17,16.05; 17.27 ,classical; folk,Western,precomposed,piano training study for people with PD,KJ,"older adults, music training, executive functions, Parkinson’s disease, piano training "
Do professional musicians perceive numerosity illusions differently?,2021,Psychology of Music,"Pecunioso, Alessandra",Italy,Italy,NA,NA,20; 20,23.7; 23.25,NA,NA,musicians; non-musicians,volunteers,NA,20,NA,NA,NA,NA,They each had a bachelor’s degree or were pursuing a bachelor’s degree ,KJ,"visual illusion, Gestalt laws, professional musicians, Approximate number system, expertise "
Music-evoked autobiographical memories in everyday life,2021,Psychology of Music,"Jakubowski, Kelly",UK,UK,UK,NA,31,35.8,16.1,NA,NA,paid,17,14,NA,NA,NA,NA,diary study,KJ,"musical memory, autobiographical memory, involuntary memory, diary methods, music-evoked autobiographical memory, music in everyday life "
Bruce Springsteen fan behavior and identification,2021,Psychology of Music,"Hakkanen-Nyholm, Helina",Finland,online,NA,NA,600,48,10.6,Bruce Springsteen fans,NA,NA,324,NA,NA,NA,NA,NA,NA,KJ,"cross-cultural, identity, popular music, preference, social psychology"
The effects of timbre on absolute pitch judgment,2021,Psychology of Music,"Li, Xiaonuo",China,China,China,NA,71,19.25,NA,undergraduate students,musicians,NA,51,20,NA,artificial,NA,experimenter-created,absolute pitch test,KJ,"timbre, absolute pitch, string timbre, piano timbre, string majors, piano majors "
"Musicians show greater cross-modal integration, intermodal integration, and specialization in working memory than non-musicians",2021,Psychology of Music,"Gagnon, Rielle",Canada,Canada,NA,NA,190,19.61,1.98,undergraduate students or recent graduates,musicians; non-musicians,course credit; paid,NA,NA,NA,NA,NA,NA,NA,KJ,"working memory, musicians, non-musicians, visuospatial memory, auditory memory, motor memory "
"The relationship between pop music and lyrics: A computerized content analysis of the United Kingdom’s weekly top five singles, 1999–2013",2021,Psychology of Music,"North, Adrian C.",Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pop,Western,precomposed,corpus study,KJ,"music, lyrics, typicality, aesthetics, mood "
"Effects of prosocial lyrics and musical production elements on emotions, thoughts and behavior",2021,Psychology of Music,"Ruth, Nicolas",UK,Germany,Germany,NA,136,20.57,2.15,university students ,NA,course credit; paid,73,NA,NA,pop,Western,experimenter-created,"composed original song "" that followed prototypical hit songs""",KJ,"prosocial behavior, popular music, lyrics, instrumentation, laboratory experiment "
Kenny Music Performance Anxiety Inventory: Exploratory Factor Analysis of the Romanian version,2021,Psychology of Music,"Faur, Andrada Lavinia ",Romania,Romania,Romania,NA,420,24.46,7.36,NA,musicians,NA,202,218,NA,NA,NA,NA,validation of K-MPAI in Romanian,KJ,"performance anxiety, anxiety inventory, K-MPAI, factor structure, musicians "
Giving voice to jazz singers’ experiences of flow in improvisation,2021,Psychology of Music,"Forbes, Melissa",Australia,Australia,Australia,NA,3,34.66667,3.06,jazz singers with improvisation experience,musicians,NA,2,1,NA,NA,NA,NA,interview study,KJ,"jazz singers, improvisation, flow, IPA, musical experiences "
“Ngeli”: Flowing together in a Gamelan ensemble,2021,Psychology of Music,"Tan, Leonard",Singapore ,Singapore ,NA,Asian,15,NA,NA,Gamelan ensemble members,musicians,NA,7,8,NA,NA,NA,NA,"Nine participants were in their 20s, five were in their 30s, and one was over 40 years of age; interview study",KJ,"flow, collective flow, optimal experience, music psychology, cross-cultural "
"Musical taste, in-group favoritism, and social identity theory: Re-testing the predictions of the self-esteem hypothesis",2021,Psychology of Music,"Lonsdale, Adam J.",UK,online,NA,NA,151,27.02,6.7,NA,NA,NA,86,65,NA,NA,NA,NA,NA,KJ,"in-group bias, in-group favoritism, musical taste, self-esteem, social identity "
Movement is part of the meaning of music notation: A musical Stroop effect for trombonists,2021,Psychology of Music,"Logan, Topher",US,US,NA,NA,36,40,NA,"trombonists, non-trombonists, non-musicians",musicians; non-musicians,paid,14,22,NA,artificial,NA,experimenter-created,"Musicians were all professionally active, with 10 or more years of serious study on their instrument",KJ,"embodied cognition, Stroop effect, instrument specificity, congruency, automatism "
"Music major, affects, and positive music listening experience",2021,Psychology of Music,"Chang, Joanne",US,US,NA,Asian; white,199,NA,NA,university students ,musicians; non-musicians,course credit,94,101,NA,NA,NA,NA,The vast majority (98%) of partici- pants’ ages ranged from 18 to 30; ,KJ,"music major, emotion regulation, positive affect, negative affect, music listening, contemplation "
Music stimuli in mindfulness meditation: Comparison of musician and non-musician responses,2021,Psychology of Music,"Hernandez-Ruiz, Eugenia",US,US,NA,white,49,18.76,1.54,university students ,musicians,course credit,31,18,NA,NA,Western,experimenter-created,newly composed meditation music,KJ,"music, mindfulness, complexity, absorption in music, course-based undergraduate research "
"The relationship between uses of music, musical taste, age, and life goals",2021,Psychology of Music,"Hird, Emily",Australia,Australia,NA,NA,27,NA,NA,adults over age 65,NA,NA,NA,NA,NA,NA,NA,qualitative study,"Approximately two-thirds of participants were female, though gender data was not specifically collected ",KJ,"adults, aesthetics, background music, everyday life, functions of music "
"The relationship between uses of music, musical taste, age, and life goals",2021,Psychology of Music,"Hird, Emily",Australia,Australia,NA,NA,799,30.89,15.12,NA,NA,NA,467,306,NA,NA,NA,NA,NA,KJ,"adults, aesthetics, background music, everyday life, functions of music "
Does the musical tempo enhance physical performance?,2021,Psychology of Music,"Aburto-Corona, Jorge A.",Mexico,Mexico,NA,NA,10; 10,25.0; 24.3,5.1; 4.0,physically active and apparently healthy ,NA,volunteers,10,10,NA,electro house,Western,precomposed,different tempo versions of songs created for manipulation,KJ,"rhythm, music intensity, tempo, aerobic exercise, perceived effort, heart rate "
Music experience is associated with lower depression level and higher quality of life among family caregivers of critically ill patients,2021,Psychology of Music,"Yoo, Ga Eul",South Korea,South Korea,NA,NA,195,51.2,13.9,Adult family caregivers of ICU patients ,NA,NA,126,69,NA,NA,NA,NA,survey study,KJ,"intensive care, family caregiver, music use, depression, quality of life "
"Affective experiences to chords are modulated by mode, meter, tempo, and subjective entrainment",2021,Psychology of Music,"Labbe, Carolina",Switzerland ,Switzerland ,NA,NA,20,22,1.7,university students ,NA,course credit,15,5,NA,artificial,NA,experimenter-created,repeated major and minor chords in different meters,KJ,"harmony, electrocardiogram, breathing, perception, temporal structure, synchronization "
"Patients choose music with high energy, danceability, and lyrics in analgesic music listening interventions",2021,Psychology of Music,"Howlin, Claire",Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,precomposed,corpus study of audio features of music used in pain studies,KJ,"music therapy, music features, pain, choice, music listening "
Predicting success in the performing arts: Ballet and music,2021,Psychology of Music,"Jankovic, Marija",Netherlands ,Serbia,NA,NA,155,16.12,1.14,music and ballet high school students,musicians; non-musicians,NA,116,NA,NA,NA,NA,NA,NA,KJ,"ballet success, musical success, intelligence, personality, spatial ability, perceptual ability, verbal ability "
The transfer of group practice strategy instruction to beginning instrumentalists’ individual practice,2021,Psychology of Music,"Weidner, Brian N.",US,US,NA,NA,66,NA,NA,middle school band students,musicians,NA,NA,NA,NA,NA,Western,experimenter-created,NA,KJ,"deliberate practice, teaching, learning, transfer of learning, instrumental learning and teaching, high-road transfer "
Using a microanalysis intervention to examine shifts in musicians’ self-regulated learning,2021,Psychology of Music,"Osborne, Margaret S.",Australia,Australia,NA,NA,7,18.88,NA,undergraduate students,musicians,paid,4,3,NA,NA,NA,NA,self-directed practice diary ,KJ,"self-regulated learning, music practice, practice diary, microanalysis, forethought, performance, self-reflection "
Emotions of music listening in Finland and in India: Comparison of an individualistic and a collectivistic culture,2021,Psychology of Music,"Saarikallio, Suvi",Finland,Finland; India,Finland; India,NA,156; 74,29.4; 29.4,10; 8.85,mostly university students,NA,other (prize draw),148,NA,NA,pop,NA,precomposed,self-selected piece of meaningful music,KJ,"music listening, emotions, cross-cultural comparison, everyday life, psychological functions "
Visual processing abilities associated with piano music sight-reading expertise,2021,Psychology of Music,"Arthur, Patricia",Australia,Australia,NA,NA,38,NA,NA,undergraduate students,musicians; non-musicians,,21,17,NA,NA,NA,NA,mostly aged 18 to 20,KJ,"expertise, piano, music sight-reading, working memory, RAN, transfer effects "
Examining the effects of musical type and intensity in performing the flanker task: A test of attentional control theory applied to non-emotional distractions,2021,Psychology of Music,"Oliver, Michael D.",US,US,NA,white,141,20.72,3.26,undergraduate students,NA,course credit,89,52,NA,NA,Western,precomposed,self-selected and classical music,KJ,"music intensity, lyrical music, attentional control theory, cognitive performance, working memory "
Learning melodic musical intervals: To block or to interleave?,2021,Psychology of Music,"Wong, Sarah Shi Hui",Singapore ,Singapore ,NA,NA,48,21.24,1.74,university students ,non-musicians,course credit; paid,30,NA,NA,artificial,Western,experimenter-created,interval sequences,KJ,"aural skills, melodic intervals, category induction, interleaving, blocking "
Learning melodic musical intervals: To block or to interleave?,2021,Psychology of Music,"Wong, Sarah Shi Hui",Singapore ,Singapore ,NA,NA,49,20.9,1.94,university students ,non-musicians,course credit; paid,29,NA,NA,artificial,Western,experimenter-created,interval sequences,KJ,"aural skills, melodic intervals, category induction, interleaving, blocking "
Measuring humility in musical contexts: Initial development of the Musical Humility Scale,2021,Psychology of Music,"Coppola, William J",US,US,NA,white,423,NA,NA,NA,musicians,NA,211,209,NA,NA,NA,NA,18.0% ages 18–24; 15.9% 25–34; 17.3% 35–44; 16.1% 45– 54; 22.0% 55–64; 10.7% 65 + ,KJ,"humility, ego, positive psychology, prosocial behavior, psychometric, measurement "
Effects of individual factors on perceived emotion and felt emotion of music: Based on machine learning methods,2021,Psychology of Music,"Xu, Liang",China,China,NA,NA,54,22.56,1.99,university students ,NA,paid,33,21,NA,pop,China,precomposed,,KJ,"music emotion recognition, individual factor, machine learning, perceived emotion, felt emotion "
Temperament systems influence emotion induction but not makam recognition performance in Turkish makam music,2021,Psychology of Music,"Altun, Firat",UK,UK,NA,NA,19,23,4.8,university students ,musicians,NA,NA,10,NA,makam,Turkey,semi-precomposed,"formal music education M = 11 years, SD = 5 years ",KJ,"temperament systems, emotion induction, recognition performance "
Relational aggression and youth empowerment within a high school instrumental music program,2021,Psychology of Music,"Rawlings, Jared R.",US,US,NA,white,131,NA,NA,high school students,musicians,volunteers,61,68,NA,NA,NA,NA,survey study,KJ,"aggression, instrumental music, empowerment, peer group, social network analysis "
Polish adaptation of the Geneva Emotional Music Scale: Factor structure and reliability,2021,Psychology of Music,"Chelkowska-Zacharewicz, Maria",Poland,online,Poland,NA,262,23.44,5.17,NA,NA,NA,203,59,NA,NA,NA,NA,survey study,KJ,"Geneva Emotional Music Scale, scale adaptation, music emotion, affective reactions, Poland "
Polish adaptation of the Geneva Emotional Music Scale: Factor structure and reliability,2021,Psychology of Music,"Chelkowska-Zacharewicz, Maria",Poland,online; Poland,Poland,NA,607; 337,26.81; 25.38,9.63; 8.07,mostly recruited via university,NA,NA,648,290,NA,NA,NA,NA,survey study,KJ,"Geneva Emotional Music Scale, scale adaptation, music emotion, affective reactions, Poland "
The effects of music induction on mood and affect in an Asian context,2021,Psychology of Music,"Campbell, Elizabeth Ann",UK,Singapore ,NA,Asian,106,22.03,4.71,university students ,NA,NA,50,56,NA,pop,Western,precomposed,NA,KJ,"music mood induction, circumplex model of mood, Positive Affect, Negative Affect, bipolarity hypothesis of mood, BRUMS "
Unique personality profiles predict when and why sad music is enjoyed,2021,Psychology of Music,"Sachs, Matthew E.",US,US,NA,white,218; 213,34.17; 19.93,11.02; 2.07,MTurk and undergraduate students,NA,course credit; paid,291,NA,NA,NA,NA,NA,survey study,KJ,"sad music, emotion, enjoyment, motivations, lasso regression, mediation "
Are the psychological benefits of choral singing unique to choirs? A comparison of six activity groups,2021,Psychology of Music,"Lonsdale, Adam J.",UK,online,NA,NA,194,31.43,16.25,NA,musicians; non-musicians,volunteers,122,72,NA,NA,NA,NA,survey study,KJ,"choirs, choral singing, well-being, happiness, self-determination theory "
"“We’re pushing back”: Group singing, social identity, and caring for a spouse with Parkinson’s",2021,Psychology of Music,"Forbes, Melissa",Australia,Australia,NA,white,6,72.5,4.59,caregivers to people with Parkinson's disease,NA,NA,3,3,NA,NA,NA,NA,interview study,KJ,"spouse caregivers, social cure approach, singing experiences, group singing, IPA "
"Music, body movement, and dance intervention program for children with developmental coordination disorder",2021,Psychology of Music,"Diaz-Perez, Ariadna",Spain,Spain,NA,NA,70,7,NA,children with and without Developmental coordination disorder ,NA,NA,23,47,NA,NA,NA,NA,music intervention study,KJ,"Developmental coordination disorder, dance, body movement, music therapy, childhood "
Music early learning programs: Enduring outcomes for children and their families,2021,Psychology of Music,"Barrett, Margaret S.",Australia,Australia,NA,NA,19,NA,NA,children and parents,NA,NA,14,5,NA,NA,NA,NA,interview study,KJ,"music early learning programs (MELPs), early childhood, learning, lifespan, wellbeing, singing, infancy, parents "
Spanish adaptation of a film music stimulus set (FMSS): Cultural and gender differences in the perception of emotions prompted by music excerpts,2021,Psychology of Music,"Fuentes-Sanchez, Nieves",Spain,Spain,NA,NA,129,22.04,4.63,undergraduate students,NA,volunteers,92,NA,NA,film,Western,precomposed,Spanish validation of film music set,KJ,"music, dimensional approach, discrete emotions, gender, culture "
Pre-performance routines for music students: An experimental pilot study,2021,Psychology of Music,"Tief, Veronika J.",Austria,Austria,NA,NA,30,23.6,3.1,university students ,musicians,paid; volunteers,26,NA,NA,classical,Western,precomposed,violin performance students,KJ,"music, performance, choking, anxiety, self-efficacy "
Resilience and mental health issues in classical musicians: A preliminary study,2021,Psychology of Music,"Kegelaers, Jolan",Belgium,Netherlands,NA,NA,64,27.66,10.78,university students and professional musicians,musicians,NA,33,30,NA,NA,NA,NA,survey study,KJ,"anxiety, depression, mental disorders, occupational stress, positive adaptation "
What is your thought process during sight-reading? Advanced sight-readers’ strategies across different tonal environments,2021,Psychology of Music,"Kim, You Jin",South Korea,South Korea,NA,NA,6,38.86,NA,professional pianists,musicians,NA,6,0,NA,NA,Western,experimenter-created,NA,KJ,"sight-reading strategy, tonal environments, intuition, performer’s analysis, thought process "
Music education students’ intrinsic and extrinsic motivation: A quantitative analysis of personal narratives,2021,Psychology of Music,"Woody, Robert H.",US,US,NA,NA,102,NA,NA,undergraduate students,musicians,course credit,48,54,NA,NA,NA,NA,qualitative study,KJ,"motivation, emotion, education, quantitative, narrative "
Comparison of the recognition scores of stop and fricative consonants in babble noise between musicians and non-musicians,2021,Psychology of Music,"Sajjadi, Ebtesam",Iran,Iran,Iran,NA,40,25.15,2.96,recruited via university,musicians; non-musicians,NA,21,19,NA,artificial,NA,NA,speech sounds used as stimuli,KJ,"musician, musical training, stop consonant, fricative consonant, consonant perception, speech-in-noise perception "
Influence of personality on music-genre exclusivity,2021,Psychology of Music,"Bansal, Jotthi",Canada,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western,precomposed,Nokia mobile phone download dataset,KJ,"music downloading, genre, musical preference, Big Five, personality, Nokia "
The thinking person’s music: Heavy metal and the need for cognition,2021,Psychology of Music,"Schmaltz, Rodney",Canada,online,North America,NA,628,23.64,7.818,heavy metal versus other music fans,NA,course credit; volunteers,325,281,NA,NA,NA,NA,survey study,KJ,"genre, personality, popular music, stereotypes, cognition "
The sound of music on the pocket: A study of background music in retail,2021,Psychology of Music,"Choo, Bryan Jun-Keat",Singapore ,Singapore ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pop; folk,Japan; Latin,precomposed,restaurant spending experiment,KJ,"background music, restaurant, sales, Japanese, Mexican "
"Perceived mechanisms targeting cancer-related fatigue, song choice rationale, and song function: An interpretivist study of patient-preferred live music with adult oncology patients on a blood and marrow transplant unit",2021,Psychology of Music,"Reimnitz, Lacey",US,US,NA,NA,5,NA,NA,adult oncology patients ,NA,NA,NA,NA,NA,NA,NA,precomposed,interview study; self-selected music in music therapy session,KJ,"music therapy, cancer, oncology, blood marrow transplant, patient-preferred live music, fatigue "
Effect of vocal versus piano doubling on children’s singing accuracy,2021,Psychology of Music,"Nichols, Bryan E.",US,US,NA,NA,61,9,NA,Third- and fourth-grade children,NA,NA,NA,NA,NA,artificial; folk,Western,experimenter-created; precomposed,NA,KJ,"assessment, child development, education, pedagogy, pitch, singing, timbre "
Strategic approaches to learning sight-singing at college level: An investigation using Q Methodology,2021,Psychology of Music,"Fournier, Guillaume",Canada,Canada,NA,NA,41,18.78,1.53,undergraduate students,musicians,volunteers,21,20,NA,NA,Western,precomposed,sight singing task,KJ,"Q methodology, strategies, aural skills, solfege, sight-singing "
The effect of physical movement on observers’ perception of musical quality in a choral performance,2021,Psychology of Music,"Bland, Micah",US,US,NA,NA,NA,NA,NA,"middle school, high school, and university students, and community members",musicians,NA,NA,NA,NA,classical,Western,precomposed,NA,KJ,"music perception, physical movement, body movement, choral music, musical training "
Mediating effect of cognitive load in song learning with visually presented lyrics,2021,Psychology of Music,"Han, Yo-Jung",US,US,NA,NA,36,19.28,1.09,undergraduate students,non-musicians,NA,28,8,NA,classical,Western,precomposed,NA,KJ,"visually presented lyrics, song recall, cognitive load, reaction time, non-music majors, song learning "
The conductor’s intensity gestures,2021,Psychology of Music,"Poggi, Isabella",Italy,NA,NA,NA,77,39,19.47,university students and amateur musicians,musicians; non-musicians,volunteers,45,NA,NA,classical,Western,precomposed,NA,KJ,"conducting, gesture, music performance, intensity, dynamic indication, iconic gestures, symbolic gestures "
The effective music teacher: A model for predicting music teacher’s self-efficacy,2021,Psychology of Music,"Biasutti, Michele",Italy,Europe,Slovenia,NA,335,41.24,10.07,music teachers,musicians,NA,256,79,NA,NA,NA,NA,survey study,KJ,"music teacher self-efficacy, effective music teacher, self-efficacy predictors, music teacher professional satisfaction, music teacher resilience "
Challenging the presumptive link between musical preference and aggression,2021,Psychology of Music,"Merz, Zachary C.",US,online,US,white,400,34.14,11.46,MTurk,musicians; non-musicians,paid,201,196,NA,NA,NA,NA,"a majority of individuals reported earning a college degree (n = 202, 50.5%) ",KJ,"extreme music, music preference, aggression, psychopathology "
Musical DIAMONDS: The influence of situational classes and characteristics on music listening behavior,2021,Psychology of Music,"Behbehani, Sami",Germany,online,NA,NA,198,29.2,9.6,NA,NA,other (prize draw),124,70,NA,NA,NA,NA,survey study,KJ,"music listening behavior, psychological meaning of situations, Eight Situational DIAMONDS, situational classes, typical music listening situations "
Neural activation of different music styles during emotion-evoking,2021,Psychology of Music,"Liu, Ying",China,China,NA,NA,20,21.55,2.42,NA,non-musicians,NA,NA,10,NA,classical; folk; jazz; pop; rock,NA,precomposed,genre comparison study,KJ,"music style, fMRI, evoked pleasure, evoked arousal, non-musicians "
"A randomized pilot study of patient-preferred live music addressing fatigue, energy, and pain in adults on a medical oncology/hematology unit",2021,Psychology of Music,"Herbrand, Madelyn K",US,US,NA,white,36,61.215,NA,adults on a medical oncology/hematology inpatient unit ,NA,volunteers,19,16,NA,folk; pop,Western,precomposed,self-selected music in music therapy session,KJ,"music therapy, patient-preferred live music, oncology, cancer, randomized, fatigue, energy, pain "
“All bets are off”: Flexible engagement with music-listening technologies by autistic adults,2021,Psychology of Music,"Matsuno, Michael",US,US,NA,NA,12,25.5,5.78,autistic adults,NA,paid,1,11,NA,NA,NA,NA,interview study,KJ,"autism spectrum disorders, adulthood, music, technology, everyday life "
"A social support scale for music students in music schools, academies, and conservatories: An adaptation into Spanish and a factorial invariance study",2021,Psychology of Music,"Orejudo, Santos",Spain,Spain,NA,NA,473; 195,16.9; 21.44,5.33; 4.58,secondary-level and university students,musicians,volunteers,354,314,NA,NA,NA,NA,survey study,KJ,"social support scale, music students, cultural adaptation, confirmatory factor analysis, invariance "
The effect of metacognitive strategies-based teaching practice in guitar education on performance achievement,2021,Psychology of Music,"Yokus, Tuba",Turkey,Turkey,NA,NA,20,NA,NA,preservice music teachers ,musicians,volunteers,10,10,NA,NA,NA,NA,NA,KJ,"guitar education, metacognition, metacognitive strategies, guitar performance achievement "
Music and mindfulness meditation: Comparing four music stimuli composed under similar principles,2021,Psychology of Music,"Hernandez-Ruiz, Eugenia",US,US,NA,white,57; 57,19.33; 19.79,3.5; 4.776,university students ,musicians; non-musicians,course credit,70,33,NA,NA,Western,experimenter-created,newly composed meditation music,KJ,"mindfulness, music therapy, listening, preference, similarity "
The effect of music in anxiety reduction: A psychological and physiological assessment,2021,Psychology of Music,"Parada-Cabaleiro, Emilia",Germany,Germany,Germany,NA,50,26,11.2,NA,NA,NA,25,25,NA,classical; makam; electronic,Turkey; Western,precomposed,genre comparison study,KJ,"anxiety, self-perception, heart rate, STAI scale, Pachelbel Canon, electroacoustic music, Hu_seyin Makam "
Infants’ overlapping vocalizations during maternal humming: Contributions to the synchronization of preterm dyads,2021,Psychology of Music,"Eduarda Carvalho, Maria",Portugal,Portugal,Portugal,NA,72,34; 0.08,3.69; NA,mothers and preterm infants,NA,NA,52,20,15.33; NA,NA,NA,NA,improvisatory humming and speaking to infants,KJ,"preterm dyads, prenatal singing, maternal humming, infants’ overlapping vocalizations, synchronization, gender differences "
Invariance of edit-distance to tempo in rhythm similarity,2021,Psychology of Music,"Moritz, Matthew",US,US,NA,NA,18,21.7,2.5,university community,NA,course credit; paid,9,NA,NA,artificial,NA,experimenter-created,rhythm stimuli,KJ,"rhythm, similarity, edit-distance, tempo, primacy "
The production of broad and strict senses in the discourse on musical creativity and their influences on the self-concept of musicians as creative,2021,Psychology of Music,"Nazario, Luciano da Costa",Brazil,Brazil,NA,NA,45,NA,NA,university students and musicians,musicians,NA,NA,NA,NA,NA,NA,NA,survey study,KJ,"musical creativity, critical discourse analysis, self-concept, beliefs, values, broad sense of creativity, strict sense of creativity "
What do adults think of music across the lifespan?,2021,Psychology of Music,"Ripani, Giulia",US,US,NA,white,74,NA,NA,adults across the lifespan,musicians; non-musicians,NA,41,31,NA,NA,NA,NA,qualitative study,KJ,"adults, development, identity, mixed methods, social psychology, social representations, projective techniques "
Experiences of developing pre-performance routines with recreational pianists,2021,Psychology of Music,"Hawkes, Mary Elizabeth",UK,UK,UK,NA,40,NA,NA,music teachers and students,musicians,NA,NA,NA,NA,NA,NA,NA,NA,KJ,"pre-performance routines, psychological skills training, action research, instrumental learning and teaching, music performance "
Indirect effects of preference for intense music on mental health through positive and negative affect,2021,Psychology of Music,"Monteiro, Renan P.",Brazil,online,NA,NA,268,26.6,8.3,mostly university students,NA,NA,NA,NA,NA,NA,NA,NA,survey study,KJ,"intense music, rock, positive affect, negative affect, mental health "
Beat Perception and Production in Musicians and Dancers,2022,Music Perception,"Nguyen, Tram",Canada,Canada,NA,NA,100,22.27,5.41,NA,musicians; non-musicians,course credit; paid,71,29,NA,rock; jazz; pop orchestral,Western,precomposed,,Imre Lahdelma,beat perception; motion capture; music; dance; movement
Beat Perception and Production in Musicians and Dancers,2022,Music Perception,"Nguyen, Tram",Canada,Canada,NA,NA,100,22.64,4.64,NA,musicians; non-musicians,course credit; paid,78,22,NA,rock; jazz; pop orchestral,Western,precomposed,,Imre Lahdelma,beat perception; motion capture; music; dance; movement
"Embodied Meter Revisited: Entrainment, Musical Content, and Genre in Music-Induced Movement",2022,Music Perception,"Toiviainen, Petri",Finland,Finland,Finland; US; Vietnam,NA,73,25.74,4.72,NA,musicians; non-musicians,paid,54,19,NA,blues; country; dance; jazz; metal; pop; rap; reggae,Western,precomposed,,Imre Lahdelma,music and dance; entrainment; music information retrieval; genre; movement
Violinists Employ More Expressive Gesture and Timing Around Global Musical Resolutions: A Motion Capture Study,2022,Music Perception,"Chander, Aditya ",US,US,US,NA,9,30,4,NA,musicians,paid,NA,NA,NA,classical,Western,semi-precomposed,,Imre Lahdelma,movement; performance; embodied cognition; rhythm and timing; structure
The Roles of Absolute Pitch and Timbre in Plink Perception,2022,Music Perception,"Faubion-Trejo, Rebecca ",US,US,US,NA,145,18.81,1.16,NA,NA,course credit,98,46,NA,pop,Western,precomposed; semi-precomposed,,Imre Lahdelma,music memory; plink; absolute pitch; timbre; popular music
The Effect of Subjective Fatigue on Auditory Processing in Musicians and Nonmusicians,2022,Music Perception,"Jain, Saransh ",India,India,India,NA,76,33.88,3.81,NA,musicians; non-musicians,NA,11,65,NA,NA,NA,other,,Imre Lahdelma,auditory processing; psychoacoustics; music training; subjective fatigue; speech perception
The Idiosyncrasy of Involuntary Musical Imagery Repetition (IMIR) Experiences: The Role of Tempo and Lyrics,2022,Music Perception,"Liptak, Taylor",UK,Online,US; UK,NA,263,34.27,13.24,Over 50% with more than 16 years of education,musicians; non-musicians,volunteers,191,72,NA,NA,NA,precomposed,,Imre Lahdelma,involuntary musical imagery repetition; earworms; tempo; lyrics; involuntary memory
The Idiosyncrasy of Involuntary Musical Imagery Repetition (IMIR) Experiences: The Role of Tempo and Lyrics,2022,Music Perception,"Liptak, Taylor",UK,UK,NA,NA,80,26.33,7.33,NA,NA,paid,52,28,NA,rock,Western,semi-precomposed,,Imre Lahdelma,involuntary musical imagery repetition; earworms; tempo; lyrics; involuntary memory
Song Imitation in Congenital Amusia: Performance Partially Facilitated by Melody Familiarity But Not By Lyrics,2022,Music Perception,"Loutrari, Ariadne ",UK,China,China,NA,26,24.39,2.39,Amusics and controls,non-musicians,volunteers,17,9,17.27,NA,China; Western,precomposed; other,,Imre Lahdelma,congenital amusia; imitation; melody familiarity; lyrics; song
Measuring Children’s Harmonic Knowledge with Implicit and Explicit Tests,2022,Music Perception,"Corrigall, Kathleen",Canada,Canada,Canada,NA,97,9,0.42,Children,musicians; non-musicians,NA,49,48,NA,classical,Western,experimenter-created,,Imre Lahdelma,music; harmony; children; development; music training
Can the Intended Messages of Mismatched Lexical Tone in Igbo Music Be Understood? A Test for Listeners’ Perception of the Matched Versus Mismatched Compositions,2022,Music Perception,"Ofuani, Sunday",Nigeria,Nigeria,Nigeria,NA,126,NA,NA,NA,musicians; non-musicians,NA,NA,NA,NA,choral,Nigeria,other,,Imre Lahdelma,tone language; Igbo music composition; lexical tone determinants; musical determinants; message comprehension
Swinging the Score? Swing Phrasing Cannot Be Communicated via Explicit Notation Instructions Alone,2022,Music Perception,"Corcoran, Christopher ",Denmark,Germany; Denmark; UK; Ireland,Germany; Denmark; UK; Ireland,NA,20,38.85,12.1,NA,musicians,volunteers,9,11,NA,jazz,Western,precomposed,,Imre Lahdelma,swing phrasing; music notation; playing by ear; score-dependency; jazz
"The Associations Between Music Training, Musical Working Memory, and Visuospatial Working Memory: An Opportunity for Causal Modeling",2022,Music Perception,"Silas, Sebastian ",Germany,UK; Australia,UK; Australia,NA,148,26.4,7.7,NA,musicians,course credit; paid,88,56,NA,NA,NA,other,,Imre Lahdelma,working memory; causal modeling; music training; musical working memory; visuospatial working memory
Perceived Motor Synchrony With the Beat is More Strongly Related to Groove Than Measured Synchrony,2022,Music Perception,"Matthews, Tomas",Denmark,Canada,NA,NA,36,24.65,4.95,NA,musicians; non-musicians,NA,20,16,NA,NA,NA,precomposed; experimenter-created,,Imre Lahdelma,beat perception; emotion; rhythm and timing; synchronization; expectation
