"","PaperTitle","Year","Journal","FirstAuthorName_cleaned","FirstAuthorCountry","CountryDataCollected","SamplePrimaryCountryofOrigin","Ethnicity","SampleSize","SampleAgeMean","SampleAgeSD","FemaleParticipantsNumber","MaleParticipantsNumber","SampleMusicianshipDescription","SamplingMethodDescription","SampleOtherDescription","MeanYearsEducation","MusicPrimaryGenre","MusicOriginCountry","MusicSource","Comments","CoderName","Keywords"
"1204","Conceptual rather than perceptual: Cross-modal binding of pitch sequencing is based on an underlying schematic structure",2020,"Psychology of Music","Antovic, Mihailo","Serbia","Serbia","Serbia","white","40; 40","8.8; 20.15","0.4; 0.85","58","22","non-musicians",NA,"adults; children",NA,"artificial","Western","experimenter-created",NA,"NA","concepts, cross-modal correspondence, movement, pitch, schemas"
"1205","Music engagement and well-being in Chinese adolescents: Emotional awareness, positive emotions, and negative emotions as mediating processes",2020,"Psychology of Music","Leung, Man Chong","Hong Kong","Hong Kong","Hong Kong","Asian","1318","13.51","1.28","627","691",NA,NA,"children",NA,NA,NA,NA,"survey","NA","Music engagement, emotional awareness, positive emotions, negative emotions, well-being, adolescence"
"1206","Evaluating the impact of a generalist teacher-led music program on early childhood school children’s singing skills and attitudes to music",2020,"Psychology of Music","Barrett, Margaret S.","Australia","Australia","Australia",NA,"292",NA,NA,NA,NA,"non-musicians",NA,"children",NA,"childrens","Western","precomposed",NA,"NA","early childhood, generalist music education, music development, singing, teacher development"
"1207","The terror management effects of a disaster song",2020,"Psychology of Music","Higgins, Laura","Canada","Canada","Canada",NA,"149",NA,NA,"117","32",NA,NA,"university students",NA,"folk","Western","precomposed","survey","NA","death, emotion, functions of music, pain, popular music, pro-social behaviour, social psychology"
"1208","Musical training improves memory for instrumental music, but not vocal music or words",2020,"Psychology of Music","Wilbiks, Jonathan M. P.","Canada","Canada","Canada",NA,"20; 20","22.7; 22.2","8.5; 8.7","31","9","musicians; non-musicians",NA,"university students",NA,"pop; classical","Western","precomposed","survey","NA","Memory, transfer effects, training, short term memory, cognition"
"1209","Exploring lived experiences of spirituality amongst five Dalcroze teachers",2020,"Psychology of Music","van der Merwe, Liesl","UK",NA,NA,NA,"5",NA,NA,NA,NA,"musicians",NA,NA,NA,"spiritual",NA,NA,NA,"NA","Dalcroze Eurhythmics, Dalcroze teachers, I poems, interpretative phenomenological analysis (IPA), lived experience, spirituality"
"1210","The subjective, human experience of groove: A phenomenological investigation",2020,"Psychology of Music","Hosken, Fred","US",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,"funk","Western","semi-precomposed",NA,"NA","groove, listening, perception, phenomenology, qualitative"
"1211","What helps jazz musicians name tunes from harmony? The relationship between work with harmony and the ability to identify well-known jazz standards from chord progressions",2020,"Psychology of Music","Jimenez, Ivan","Finland","Finland","US",NA,"71","32.9","13.03","16","55","musicians",NA,NA,NA,"jazz","Western","semi-precomposed",NA,"NA","chord progressions, episodic memory, jazz, memory for harmony, musical training"
"1212","How listening to music and engagement with other media provide a sense of belonging: An exploratory study of social surrogacy",2020,"Psychology of Music","Schafer, Katharina","Finland","Europe","Europe",NA,"374","28.2","7.93","220","159","non-musicians","other",NA,NA,NA,NA,NA,"survey","NA","belonging, literary fiction, music listening, parasocial relationships, social surrogacy"
"1213","Cognitive sex differences in effects of music in Wisconsin Card Sorting Test",2020,"Psychology of Music","Feizpour, Azadeh","Australia","Australia","Australia",NA,"70",NA,NA,"40","30",NA,NA,"undergraduate students",NA,"pop","Western","precomposed",NA,"NA","background music, cognition, functions of music, problem solving, Reaction time, Wisconsin Card Sorting Test (WCST)"
"1214","Passion at the heart of musicians’ well-being",2020,"Psychology of Music","Bonneville-Roussy, Arielle ","UK","UK","UK",NA,"225","24.79","8.93","110","115","musicians",NA,NA,NA,NA,NA,NA,"survey","NA","musical anxiety, musicians, passion, scale validation, well-being"
"1215","Revisiting singing proficiency in three-year-olds",2020,"Psychology of Music","Gudmundsdottir, Helga","Iceland","Iceland","Iceland",NA,"39","3",NA,"17","22",NA,NA,"children",NA,"artificial","Western","experimenter-created","","NA","Early childhood, preschooler singing, singing, singing development, singing proficiency, toddler singing"
"1216","A survey into the experience of musically induced chills: Emotions, situations and music",2020,"Psychology of Music","Bannister, Scott","UK",NA,NA,NA,"375","36.14",NA,"186","183",NA,"paid",NA,NA,NA,NA,NA,"survey","NA","chills, emotion, listening, meaning, peak experiences, qualitative"
"1217","What makes music relaxing? An investigation into musical elements",2020,"Psychology of Music","Hernandez-Ruiz, Eugenia","US","US","US",NA,"40","19.13","1.79","40","0",NA,NA,"university students",NA,NA,NA,"semi-precomposed",NA,"NA","music-assisted, music therapy, musical elements, relaxation, responders"
"1218","What do listeners understand by “continuity” and “closure”? Tracking down the links between tonal expectancy, music training, and conceptualization",2020,"Psychology of Music","Kristop, Carlos A.","Argentina","Argentina","Argentina",NA,"24","27.5",NA,"3","9","musicians; non-musicians",NA,"undergraduate students",NA,NA,"Western","experimenter-created","","NA","concepts and categories, Expectancy, melody, tonality, training"
"1219","Expecting the end: Continuous expectancy ratings for tonal cadences",2020,"Psychology of Music","Sears, David R. W.","US","Canada","Canada",NA,"40","24","6","20","20","musicians; non-musicians",NA,NA,NA,"classical","Western","semi-precomposed",NA,"NA","tonal expectations, cognitive, tonal cadence, harmony, priming"
"1220","Goldsmiths Musical Sophistication Index (Gold-MSI): Portuguese version and associations with socio-demographic factors, personality and music preferences",2020,"Psychology of Music","Lima, Cesar F.","UK","Portugal","Portugal",NA,"408","33","14.4","306","102",NA,NA,NA,"12",NA,NA,NA,"survey","NA","Gold-MSI, musical sophistication, musicality, Portuguese, psychometric properties"
"1221","Group music lessons for children aged 1–3 improve accompanying parents’ moods",2020,"Psychology of Music","Kawase, Satoshi","Japan","Japan","Japan",NA,"82; 85","1.5; 36",NA,"133","29",NA,NA,"adults; children",NA,NA,NA,NA,"survey","NA","anxiety, group music lesson, joint action, mood, parenting stress, peripheral participation"
"1222","Achievement goal motivation and cognitive strategies as predictors of musical creativity among secondary school music students",2020,"Psychology of Music","Mawang, Lucy L.","Kenya","Kenya","Kenya",NA,"201","17.24","0.78","139","62",NA,NA,"children","12",NA,NA,NA,"survey","NA","achievement goal motivation, cognitive learning strategies, composition, deep processing strategy, musical creativity, surface processing strategy"
"1223","Superior fluid cognition in trained musicians",2020,"Psychology of Music","Meyer, Jim","US","US","US",NA,"72","19.85",NA,NA,NA,"musicians; non-musicians","paid","university students",NA,NA,NA,NA,"survey","NA","cognitive ability, executive function, expertise, fluid cognition, musical training"
"1224","Aural identification of harmonic intervals: An observational study at the Girona Music Conservatory (Catalonia, Spain)",2020,"Psychology of Music","Ponsati, Imma","Spain","Spain","Spain",NA,"25","12",NA,NA,NA,NA,NA,NA,NA,"artificial","Western","experimenter-created",NA,"NA","aural skills, harmonic intervals, harmonic perception, music theory, observational methodology"
"1225","Music improvisation modulates emotional memory",2020,"Psychology of Music","Diaz Abrahan, Veronika","Argentina","Argentina","Argentina",NA,"137","24.5","5.12","81","56","musicians; non-musicians","volunteer","university students",NA,"artificial","Western","experimenter-created",NA,"NA","emotions, memory, music improvisation, music therapy, musical training"
"1226","Musical performance and emotions in children: The case of musical competitions",2020,"Psychology of Music","Rucsanda, Madalina Dana","Romania",NA,"Romania",NA,"146","11.6","2.91","124","22",NA,NA,"children",NA,NA,NA,NA,"survey","NA","emotions, emotional arousal, music competitions, music performance, young musicians"
"1227","Expressing emotion through vocal performance: Acoustic cues and the effects of a mindfulness induction",2020,"Psychology of Music","Tan, Daphne","US","US","US",NA,"20","25.5",NA,"13","7","musicians","paid","university students",NA,NA,"Western","experimenter-created",NA,"NA","acoustic cues, emotion, expression, mindfulness, vocal performance"
"1228","Effects of music listening on creative cognition and semantic memory retrieval",2020,"Psychology of Music","Eskine, Katherine E.","US","US","US","black","35","20","1.32","5","30",NA,NA,"undergraduate students",NA,"hip-hop; classical","Western","semi-precomposed",NA,"NA","arousal, creativity, listening, memory, mood regulation"
"1229","Help Musicians UK hearing survey: Musicians’ hearing and hearing protection",2020,"Psychology of Music","Greasley, Alinka E.","UK","UK","UK",NA,"693",NA,NA,"198","237","musicians",NA,NA,NA,NA,NA,NA,"survey","NA","hearing loss, hearing protection, hearing test, musicians’ hearing, noise-induced hearing loss (NIHL), tinnitus"
"1230","Individual differences in the reminiscence bump of very long-term memory for popular songs in old age: A non-linear mixed model approach",2020,"Psychology of Music","Zimprich, Daniel","Germany","Germany","Germany",NA,"90","72.5","1.52","50","40",NA,NA,NA,"9","rock; pop","Western","precomposed","survey","NA","non-linear mixed model, popular songs, recognition, reminiscence bump, very long-term memory"
"1231","Music-related activities on Facebook",2020,"Psychology of Music","Krause, Amanda E.","Australia","online","US",NA,"400","22.56","7.79","291","109",NA,NA,NA,NA,NA,NA,NA,"survey","NA","applications, Digital music, Facebook, listening, social network sites (SNS)"
"1232","If it’s Mozart, it must be good? The influence of textual information and age on musical appreciation",2020,"Psychology of Music","Fischinger, Timo","Germany","Germany","Germany",NA,"170","45.8","17.3","95","75",NA,"paid",NA,NA,"classical","Western","precomposed",NA,"NA","experimental aesthetics, listening, music appreciation, older adults, prestige effect, program notes, social psychology"
"1233","Social life among toddlers in kindergarten as communicative musicality",2020,"Psychology of Music","Nome, Dag","Norway","Norway","Norway",NA,"15","2",NA,NA,NA,NA,NA,"children",NA,NA,NA,NA,NA,"NA","communicative musicality, kindergarten, micro-ethnography, sound, toddlers"
"1234","Parenting style as a predictor of music preference",2020,"Psychology of Music","Warrener, Emily","Australia","Australia","Australia",NA,"336","32.18","12.33","235","101",NA,NA,NA,NA,NA,NA,NA,"survey","NA","genre preference, musical taste, parenting style, personality, sensation seeking"
"1235","“Music is my drug”: Alexithymia, empathy, and emotional responding to music",2020,"Psychology of Music","Lyvers, Michael","Australia","online",NA,"white","205",NA,NA,"136","39",NA,NA,NA,"12",NA,NA,NA,"survey","NA","alcohol, emotion, individual differences, personality, self-regulation"
"1236","Who is playing that wonderful music? Exploring predictors of playing a musical instrument",2020,"Psychology of Music","Treger, Stanislav","US","US","US",NA,"369","35.36","11.1","184","185","musicians; non-musicians","paid",NA,NA,NA,NA,NA,"Experiment 1","NA","emotion, individual differences, learning, personality, self"
"1237","Who is playing that wonderful music? Exploring predictors of playing a musical instrument",2020,"Psychology of Music","Treger, Stanislav","US","US","US",NA,"295","40.03","13","191","104","musicians; non-musicians","paid",NA,NA,NA,NA,NA,"Experiment 2","NA","emotion, individual differences, learning, personality, self"
"1238","Gender differences in musical motivation at different levels of expertise",2020,"Psychology of Music","Hallam, Susan","UK","UK","UK",NA,"3327",NA,NA,"2027","1225","musicians",NA,NA,NA,NA,NA,NA,"survey","NA","Expertise, gender, instruments, motivation, music"
"1239","Musicians’ use of harmonic cognitive strategies when playing by ear",2020,"Psychology of Music","Woody, Robert H.","US","US","US",NA,"28","20.6",NA,"12","16","musicians",NA,NA,NA,"classical","Western","experimenter-created",NA,"NA","Aural skills, cognition, learning, listening, memory, mixed methods, performance"
"1240","Effect of processing fluency on metamemory for written music in piano players",2020,"Psychology of Music","Schwartz, Bennett L.","US","US","US",NA,"48",NA,NA,"37","11","musicians; non-musicians","course credit","university students",NA,"classical","Western","semi-precomposed",NA,"NA","Cognition, consciousness, memory, music cognition, metacognition reading"
"1241","The role of retrospectively perceived parenting style and adult attachment behaviour in music performance anxiety",2020,"Psychology of Music","Wiedemann, Anna","UK","UK","UK",NA,"82","23.5","3.4","57","25","musicians",NA,"university students",NA,NA,NA,NA,"survey","NA","Music performance anxiety, parenting style, adult attachment behaviour, generalised anxiety, musicians"
"1242","Templates and temporality: An investigation of rhythmic motor production in a young man with Down Syndrome and hearing impairment",2020,"Psychology of Music","Jeffery, Tracy","UK","UK","UK",NA,"1","23",NA,NA,"1",NA,NA,NA,NA,"pop; artificial",NA,"experimenter-created; precomposed",NA,"NA","auditory memory, Down Syndrome, hearing impairment, rhythm"
"1243","Are there differences in practice depending on the instrument played?",2020,"Psychology of Music","Hallam, Susan","UK","UK","UK",NA,"3327",NA,NA,"2027","1225","musicians",NA,NA,NA,NA,NA,NA,"survey","NA","attitudes, instruments, music, practice, strategies"
"1244","Perfectionistic self-presentation and emotional experiences in music students: A three-wave longitudinal study",2020,"Psychology of Music","Hill, Andrew P.","UK","UK","UK",NA,"143","18.92","2.96","68","75","musicians",NA,"university students",NA,NA,NA,NA,"survey","NA","personality, well-being, motivation, emotion, performance, performing art"
"1245","On the relevance of music genre-based analysis in research on musical tastes",2020,"Psychology of Music","Brisson, Romain","Switzerland","Switzerland","Switzerland",NA,"522; 185","22.72; 17.20","4.05; 1.01","454","253",NA,NA,"children; university students",NA,"rock",NA,"precomposed","survey","NA","cultural capital, musical tastes, music genres, music dimensions, principal component analysis"
"1246","In their own words: Analyzing the extents and origins of absolute pitch",2020,"Psychology of Music","Marvin, Elizabeth West","US","US","US",NA,"32","21.7","4.09","17","13","musicians",NA,"university students",NA,NA,NA,NA,"survey","NA","absolute pitch, auditory perception/cognition, aural skills, informal learning, qualitative, timbre"
"1247","Music education in junior high school: Perception of emotions conveyed by music and mental imagery in students who attend the standard or musical curriculum",2020,"Psychology of Music","Commodari, Elena","Italy","Italy","Italy",NA,"130","12.62","0.48","66","64",NA,NA,"children",NA,NA,NA,"experimenter-created",NA,"NA","music training, mixed emotions, visual imagery"
"1248","Implicit knowledge and memory for musical stimuli in musicians and non-musicians",2020,"Psychology of Music","Thorpe, Lisa","UK","UK","UK",NA,"32","19.06","1.289","19","13","musicians; non-musicians",NA,"university students",NA,"artificial",NA,"experimenter-created",NA,"NA","music, musician, implicit learning, implicit memory"
"1249","All about that bass: Audio filters on basslines determine groove and liking in electronic dance music",2020,"Psychology of Music","Lustig, Ethan","US","US","US",NA,"102","20.24","1.48","75","27","non-musicians","course credit","undergraduate students",NA,"artificial","Western","experimenter-created",NA,"NA","dance, embodiment, experimental aesthetics, movement, popular music, preference, timbre"
"1250","Tuning the inner radio: The mental control of musical imagery in everyday environments",2020,"Psychology of Music","Cotter, Katherine N.","US","US","US",NA,"58","19.45","1.45","38","16","musicians; non-musicians","paid","university students",NA,NA,NA,NA,"survey","NA","experience sampling, imagery, mental control, musical expertise, musical imagery"
"1251","Affective and Cognitive Responses to Musical Performances of Early 20th Century Classical Solo Piano Compositions: The Influence of Musical Expertise and Audio-visual Perception",2021,"Music Perception","Broughton, Mary C.","Australia","Australia","Australia",NA,"75","23.65","9.31","55","20","musicians; non-musicians","volunteer",NA,NA,"classical","Western","precomposed","","JA","musical performance and expertise, perception-action, audio-visual perception, felt affect, empathy"
"1252","Impact of Music on First Pain and Temporal Summation of Second Pain: A Psychophysical Pilot Study",2021,"Music Perception","Cabon, Mathilde","France","France","France",NA,"27","23.11","3.03","13","14",NA,"volunteer",NA,NA,"jazz; classical; rock","Western","precomposed","","JA","music, neuromodulation, first pain, temporal summation, diffuse noxious inhibitory control"
"1253","Timbre Vibrato Perception and Description",2021,"Music Perception","Almeida, Andre","Australia","Australia","Australia",NA,"168","20.59",NA,"107","69","musicians; non-musicians","course credit","university students",NA,"artificial",NA,"experimenter-created","","JA","vibrato, perception, timbre, loudness, depth"
"1254","Temporal Perception and Attention in Trained Musicians",2021,"Music Perception","Vibell, Jonas","US","US","US",NA,"40","25","9.19","21","19","musicians; non-musicians","paid; course credit",NA,NA,"animal sounds",NA,"experimenter-created","","JA","music training, temporal order judgements, attention, supramodal attentional system, crossmodal"
"1255","Consonance Preferences Within an Unconventional Tuning System",2021,"Music Perception","Friedmann, Ronald S","US","US","US",NA,"110","18.81","1.39","55","55","musicians; non-musicians","course credit","undergraduate students",NA,"artificial",NA,"experimenter-created","","JA","consonance, harmonicity, chords, Bohlen-Pierce, vocal similarity"
"1256","Wait for it:an EEG exploration of excitement in dance music",2021,"Music Perception","Turrell, Amelia S.","UK","UK","UK","white","36","20.36","4.87","24","12","musicians; non-musicians","course credit","undergraduate students",NA,"dance","Western","precomposed","","JA","break routines, peak-pleasurable emotions, expectancy, inferior frontal gyrus (IFG), middle frontal gyrus (MFG)"
"1257","REPRODUCTION ACCURACY FOR SHORT RHYTHMS FOLLOWING MELODIC OR MONOTONIC PRESENTATION",2021,"Music Perception","Frane, Andrew V.","US","US","US",NA,"50","20",NA,"36","14","musicians; non-musicians","course credit","university students",NA,NA,"Western","experimenter-created","","JA","melody, rhythm, tapping, memory, recall"
"1258","REPRODUCTION ACCURACY FOR SHORT RHYTHMS FOLLOWING MELODIC OR MONOTONIC PRESENTATION",2021,"Music Perception","Frane, Andrew V.","US","US","US",NA,"50","21",NA,"31","19","musicians; non-musicians","course credit","university students",NA,"artificial","Western","experimenter-created","","JA","melody, rhythm, tapping, memory, recall"
"1259","PLAYING IT STRAIGHT: ANALYZING JAZZ SOLOISTS’ SWING EIGHTH-NOTE DISTRIBUTIONS WITH THE WEIMAR JAZZ DATABASE",2021,"Music Perception","Corcoran, Christopher ","UK","online","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jazz","Western","precomposed","corpus study","JA","swing, BUR, microrhythm, jazz, corpus analysis"
"1260","Establishing the Reliability and Validity of Web-based Singing Research",2021,"Music Perception","Tan, Yi Ting","Australia","online",NA,NA,"337","31.05","9.06","268","69","musicians; non-musicians","NA; course credit","undergraduate students",NA,"classical","Western","precomposed","","JA","singing ability, online assessment, reliability, validity, web-based research"
"1261","Assessing Music Expertise: The Berlin Gehoerbildung Scale",2021,"Music Perception","Li, Zeyong","Germany","Germany","Germany",NA,"59","22.25","3.81","20","39","musicians","paid","children; university students",NA,"artificial","Western","experimenter-created","","JA","music expertise, musicians, multidimensional assessment, structural equation modeling, hierarchical factor model"
"1262","Probe Tone Paradigm Reveals Less Differentiated Tonal Hierarchy in Rock Music",2021,"Music Perception","Vuvan, Dominique T.","US","US","US",NA,"37","21.3","2.37","25","12","musicians; non-musicians","course credit","undergraduate students",NA,"rock; classical","Western","experimenter-created","","JA","tonal hierarchy, probe tone, pitch, popular music, style"
"1263","Phenomenological Differences in Music- and Television-Evoked Autobiographical Memories",2021,"Music Perception","Jakubowski, Kelly","UK","UK","UK",NA,"657","45.6","16.7","336","321","musicians; non-musicians","paid",NA,NA,NA,NA,NA,"","JA","autobiographical memory, music-evoked autobiographical memory, aging, gender differences, music in everyday life"
"1264","Singing in the brain: Investigating the Cognitive Basis of Earworms",2021,"Music Perception","Killingly, Calula","Australia","Australia","Australia",NA,"30","27.1","7.38","20","10",NA,"volunteer",NA,NA,"pop; rock","Western","precomposed","","JA","earworm, involuntary musical imagery, phonological loop, working memory, subvocal rehearsal"
"1265","Singing in the brain: Investigating the Cognitive Basis of Earworms",2021,"Music Perception","Killingly, Calula","Australia","Australia","Australia",NA,"50","21.58","8.68","42","8",NA,"volunteer","undergraduate students",NA,"pop; rock","Western","precomposed","","JA","earworm, involuntary musical imagery, phonological loop, working memory, subvocal rehearsal"
"1266","Instrument Timbre Enhances Perceptual Segregation in Orchestral Music",2021,"Music Perception","Fischer, Manda","Canada","Canada","Canada",NA,"40","23.3","3.9","23","17","musicians; non-musicians","volunteer","university students",NA,"classical","Western","semi-precomposed","","JA","musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
"1267","Instrument Timbre Enhances Perceptual Segregation in Orchestral Music",2021,"Music Perception","Fischer, Manda","Canada","Canada","Canada",NA,"44","22.4","3.15","29","15","musicians; non-musicians","volunteer","university students",NA,"classical","Western","semi-precomposed","","JA","musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
"1268","Instrument Timbre Enhances Perceptual Segregation in Orchestral Music",2021,"Music Perception","Fischer, Manda","Canada","Canada","Canada",NA,"40","23.48","3.05","25","15","musicians; non-musicians","volunteer","university students",NA,"classical","Western","semi-precomposed","","JA","musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
"1269","Music to Your Ears: Sentence Sonority and Listener Background Modulate the “Speech-to-Song Illusion”",2021,"Music Perception","Rathcke, Tamara","Germany","France; UK","France; UK",NA,"40; 40","27",NA,"59","21","musicians; non-musicians","paid","university students",NA,NA,NA,NA,"speech-to -song so no music stimuli","JA","speech-to-song illusion, perceptual transformation, phonological sonority, L2-processing, L2-proficiency"
"1270","What Drives Narrative Engagement With Music?",2021,"Music Perception","McAuley, J. Devin","US","US; China","US; China",NA,"475; 147","19.1; 46.6","1.7; 14.5","318; 126",NA,"musicians; non-musicians","course credit","university+",NA,"classical","Western; China","precomposed","","JA","music, narrative, imagination, culture, communication"
"1271","What Drives Narrative Engagement With Music?",2021,"Music Perception","McAuley, J. Devin","US","US",NA,NA,"87","19.5","0.8","50",NA,"musicians; non-musicians","course credit","undergraduate students",NA,"classical","Western","semi-precomposed","","JA","music, narrative, imagination, culture, communication"
"1272","Does Timbre Modulate Visual Perception? Exploring Crossmodal Interactions",2021,"Music Perception","Wallmark, Zachary","US","US","US",NA,"140","19.77","1.61","100","40","musicians; non-musicians","course credit","undergraduate students",NA,"artificial","Western","precomposed","","JA","timbre, multisensory integration, crossmodal correspondences, visual perception, semantics"
"1273","Does Timbre Modulate Visual Perception? Exploring Crossmodal Interactions",2021,"Music Perception","Wallmark, Zachary","US","US","US",NA,"90","19.73","2.14","54","36",NA,"course credit","undergraduate students",NA,"artificial",NA,"experimenter-created","","JA","timbre, multisensory integration, crossmodal correspondences, visual perception, semantics"
"1274","The Perceptual Attraction of Pre-Dominant Chords",2021,"Music Perception","Brown, Jenine","US","online","US",NA,"59","19.69","1.68",NA,NA,"musicians; non-musicians","paid","undergraduate students",NA,"artificial","Western","experimenter-created","","JA","musical attraction, perception, pre-dominant, chord progression, harmony"
"1275","Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians",2021,"Music Perception","Schwitzgebel, Emily","US","US","US",NA,"30",NA,NA,NA,NA,"musicians","volunteer","undergraduate students",NA,"artificial","Western","experimenter-created","","JA","expectation, computational models, corpus, perception, pitch"
"1276","Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians",2021,"Music Perception","Schwitzgebel, Emily","US","US","US",NA,"30",NA,NA,NA,NA,"musicians","volunteer","undergraduate students",NA,"artificial","Western","experimenter-created","","JA","expectation, computational models, corpus, perception, pitch"
"1277","Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians",2021,"Music Perception","Schwitzgebel, Emily","US","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"classical","Western","precomposed","corpus study","JA","expectation, computational models, corpus, perception, pitch"
"1278","The Metaphor of Sweetness in Medieval and Modern Music Listening",2021,"Music Perception","Stoessel, Jacob","Australia","Australia","Australia",NA,"48","35.8","16.76","30","18","musicians; non-musicians","paid",NA,NA,"classical","Western","precomposed","","JA","modern musical listening, medieval aesthetics, sweetness, consonance, music perception"
"1279","The Metaphor of Sweetness in Medieval and Modern Music Listening",2021,"Music Perception","Stoessel, Jacob","Australia","Australia","Australia",NA,"39","36.41","16.74","26","13","musicians; non-musicians","paid",NA,NA,"artificial","Western","experimenter-created","","JA","modern musical listening, medieval aesthetics, sweetness, consonance, music perception"
"1280","Experience of Groove Questionnaire: German Translation and Validation",2021,"Music Perception","Duvel, Nina","Germany","online","Germany",NA,"455","43.8","15.1","223","230","musicians; non-musicians","volunteer; paid",NA,NA,"pop; rock; classical","Western; Mali; Bulgaria; Morocco","precomposed","","JA","groove, body movement, pleasure, questionnaire, entrainment"
"1281","PERCEPTION OF MUSIC AND SPEECH PROSODY AFTER SEVERE TRAUMATIC BRAIN INJURY",2021,"Music Perception","Leard-Schneider, Laurene","France","France","France",NA,"31","38.1","12.14","10","21",NA,"volunteer","patients","11.61","artificial","Western","precomposed","","JA","emotion perception, acquired amusia, intonation processing, auditory cognition, nonverbal information"
"1282","Reassessing Syntax-Related ERP Components Using Popular Music Chord Sequences: A Model-Based Approach",2021,"Music Perception","Goldman, Andrew","US","US","US",NA,"30","29.93","9.02","16","13",NA,"paid",NA,NA,"rock; pop","Western","precomposed","","JA","EEG, ERP, music and language, cognitive neuroscience, statistical learning"
"1283","Influence of Regular Rhythmic Versus Textural Sound Sequences on Semantic and Conceptual Processing",2021,"Music Perception","Canette, Laure-Helene","France","France","France",NA,"25","21.28","2.89","19","6","musicians; non-musicians","course credit","university students",NA,"pop; classical","Western","experimenter-created; semi-precomposed","","JA","semantics, music, rhythm, texture, conceptual priming"
"1284","Perception of Musicality and Emotion in Signed Songs",2021,"Music Perception","Mangelsdorf, Heather H.","US","US","US",NA,"44","26.81","5.67","22","21","non-musicians","volunteer","patients","","pop; rock","Western","semi-precomposed","","JA","American Sign Language, signed songs, gesture, emotion, perception"
"1285","REOPENING THE CONVERSATION BETWEEN MUSIC PSYCHOLOGY AND MUSIC THERAPY:A SURVEY OF INTERDISCIPLINARY ATTITUDES",2021,"Music Perception","Carlson, Emily","Finland","online","US",NA,"123","38.71",NA,"91","32",NA,"volunteer",NA,"",NA,NA,NA,"","JA","interdisciplinarity, music therapist, music psychologists, survey, mixed-methods"
"1286","On the Roles of Complexity and Symmetry in Cued Tapping of Well-formed Complex Rhythms: Descriptive Statistics and Time Series Analysis",2021,"Music Perception","Dean, Roger","Australia","Australia","Australia",NA,"111","22.4","6.2","89","21","musicians; non-musicians","course credit","undergraduate students",NA,"artificial",NA,"experimenter-created","","JA","well-formed rhythms, complexity, tapping, asymmetry, cognition and production"
"1287","Personalising music for more effective mood induction: Exploring activation, underlying mechanisms, emotional intelligence, and motives in mood regulation",2021,"Musicae Scientiae","Voelker, Juliane","Germany","Germany","Germany",NA,"66","24.11","7.08","51","15",NA,"course credit; paid","undergraduate students",NA,"pop; classical","Western","precomposed","","JA","BRECVEMA framework, emotional intelligence (EI), music in mood regulation (MMR), musical mood induction procedure (MMIP), reciprocal-feedback model (RFM)"
"1288","Personalising music for more effective mood induction: Exploring activation, underlying mechanisms, emotional intelligence, and motives in mood regulation",2021,"Musicae Scientiae","Voelker, Juliane","Germany","Germany","Germany",NA,"149","21.79","4.04","129","20",NA,"course credit; paid","undergraduate students",NA,"pop; classical","Western","precomposed","","JA","BRECVEMA framework, emotional intelligence (EI), music in mood regulation (MMR), musical mood induction procedure (MMIP), reciprocal-feedback model (RFM)"
"1289","Enjoying sad music: A test of the prolactin theory",2021,"Musicae Scientiae","Ladinig, Oliva","US","US","US",NA,"39",NA,NA,"25","14",NA,"volunteer",NA,NA,NA,NA,"precomposed","music taken from participants' playlists","JA","prolactin, sadness, music, pleasure, stress, emotion, mood, personality, loneliness, hormones"
"1290","Active music making facilitates prosocial behaviour in 18-month-old children",2021,"Musicae Scientiae","Buren, Verena","Germany","Germany","Germany",NA,"50","1.5",NA,"24","26",NA,"volunteer","infants",NA,"childrens","Western","precomposed","","JA","helping, infants, music, joint music making, synchrony, prosocial behaviour"
"1291","Authoritative discourse in advanced studio lessons",2021,"Musicae Scientiae","Burwell, Kim","Australia","Australia","Australia",NA,"2",NA,NA,"0","2","musicians","volunteer","university+",NA,"classical","Western","precomposed","","JA","higher music education, instrumental teaching and learning, music pedagogy, systematic instruction in music education, authoritative discourse"
"1292","Expert pianists’ practice perspectives: A production and listening study",2021,"Musicae Scientiae","Loimusalo, Nina Johana","Finland",NA,NA,NA,"4","40.3","14.8",NA,NA,"musicians","volunteer",NA,NA,"classical","Western","precomposed","few details provided about participants","JA","expertise, individual differences, music practice, piano performance, musical interpretation"
"1293","Expert pianists’ practice perspectives: A production and listening study",2021,"Musicae Scientiae","Loimusalo, Nina Johana","Finland","Finland","Finland",NA,"34","47.6","8.6","26","8","musicians","volunteer",NA,NA,"classical","Western","precomposed","","JA","expertise, individual differences, music practice, piano performance, musical interpretation"
